"contrast","day","SeqKind","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"A - B","1","blue",-523.596471706704,426.225272087598,200,-1364.06847615357,316.875532740167,-1.2284500849567,0.220721650211283
"A - B","2","blue",-386.709962482154,328.196957705309,200,-1033.88030398939,260.460379025082,-1.178286249775,0.240082539388057
"A - B","1","green",-486.053891487029,388.252765492839,200,-1251.64805357778,279.540270603723,-1.25190065515707,0.212068183410374
"A - B","2","green",-182.721514927284,312.045170431086,200,-798.042208103542,432.599178248974,-0.585561105383738,0.558830635000379
"A - B","1","yellow",-232.600666711456,416.439383459606,200,-1053.77591432789,588.574580904975,-0.558546275760726,0.577096203393494
"A - B","2","yellow",-136.230673449277,329.017839484072,200,-785.019708636107,512.558361737553,-0.414052543968126,0.679279320393064
"A - B","1 - 2","blue",-136.88650922455,304.588313635812,200,-737.503054646028,463.730036196928,-0.449414843237293,0.65361906970823
"A - B","1 - 2","green",-303.332376559745,330.236080697515,200,-954.523656994838,347.858903875348,-0.918531905777996,0.35944687337853
"A - B","1 - 2","yellow",-96.369993262179,267.143336725889,200,-623.148930120921,430.408943596563,-0.360742642670001,0.718672573473701
