PID,Group,day,BlockNumber,sequence,condition,nTrials,errorRate,meanRT_hit_ms,medianRT_hit_ms,sdRT_hit_ms,nHits
1,A,1,41,blue,structured,8,0.125,1142.7254,1182.4949999999994,134.81270903664927,5.0
1,A,1,42,blue,structured,8,0.125,1579.3714,1498.9020000000003,565.8653627496564,5.0
1,A,1,43,blue,structured,8,0.0,1268.554,1216.5499999999997,434.6721399510983,7.0
1,A,1,44,green,structured,8,0.0,1052.6340000000002,1058.476,94.74289366279682,6.0
1,A,1,45,blue,structured,8,0.125,1471.6596666666667,1424.5590000000004,619.9678974726567,6.0
1,A,1,46,yellow,random,8,0.0,1509.1727142857142,1434.2009999999998,392.09603222497776,7.0
1,A,1,47,blue,structured,8,0.0,1344.8482857142858,1299.69,533.1510874466746,7.0
1,A,1,48,green,structured,8,0.125,1106.9594,951.1699999999976,470.0653397728881,5.0
1,A,1,49,green,structured,8,0.0,1202.4935000000005,1199.4050000000007,302.9156358630233,6.0
1,A,1,50,blue,structured,8,0.125,1282.5935999999997,1281.6200000000001,452.7211041715419,5.0
1,A,1,51,blue,structured,8,0.0,1326.1243999999995,1199.9510000000005,311.9177610145018,5.0
1,A,1,52,blue,structured,8,0.0,1028.9905000000003,1074.460000000001,172.8864761657196,4.0
1,A,1,53,blue,structured,8,0.0,1480.5908571428572,1234.0089999999996,523.4797415024542,7.0
1,A,1,54,green,structured,8,0.0,1283.0111428571429,1183.5900000000006,367.05550404465527,7.0
1,A,1,55,green,structured,8,0.0,1238.7693333333334,1168.7035000000003,286.1617768142114,6.0
1,A,1,56,blue,structured,8,0.0,1380.5631428571428,1299.0720000000006,484.0381754105865,7.0
1,A,1,57,green,structured,8,0.0,1422.5204285714285,1334.5899999999986,632.1956574926936,7.0
1,A,1,58,green,structured,8,0.0,1432.8442857142857,1484.6199999999997,493.46700270829166,7.0
1,A,1,59,yellow,random,8,0.0,1492.0828571428572,1433.3530000000003,499.3781573985886,7.0
1,A,1,60,blue,structured,8,0.0,1349.5401428571427,1265.509999999999,234.85563240171572,7.0
1,A,1,61,blue,structured,8,0.0,1090.2802857142858,1015.0170000000003,441.9301173061617,7.0
1,A,1,62,blue,structured,8,0.0,1194.7725714285714,1002.9300000000001,496.7794077266947,7.0
1,A,1,63,yellow,random,8,0.0,1447.020857142857,1233.649999999999,310.4426016836972,7.0
1,A,1,64,yellow,random,8,0.0,1246.5210000000002,1207.7640000000001,380.97170142413404,6.0
1,A,1,65,yellow,random,8,0.0,1373.3785714285716,1434.3200000000013,245.60541333804542,7.0
1,A,1,66,blue,structured,8,0.0,1262.277142857143,1299.5599999999995,131.36714528682444,7.0
1,A,1,67,green,structured,8,0.0,924.6825000000002,891.7224999999997,141.71489863772277,6.0
1,A,1,68,green,structured,8,0.25,849.4466666666668,815.5520000000002,252.38380804309415,3.0
1,A,1,69,blue,structured,8,0.0,1415.9981428571427,1438.4770000000008,358.894106616157,7.0
1,A,1,70,yellow,random,8,0.0,1302.1245714285712,1299.4400000000005,452.4801076168456,7.0
1,A,1,71,yellow,random,8,0.0,1688.556666666667,1533.3235000000004,372.2574956428226,6.0
1,A,1,72,yellow,random,8,0.0,1096.4351666666664,1099.4850000000001,164.53636951193127,6.0
1,A,1,73,blue,structured,8,0.125,1456.0294000000008,1450.4400000000005,404.3133474568939,5.0
1,A,1,74,yellow,random,8,0.0,1216.396,1232.4249999999993,219.95916065639705,7.0
1,A,1,75,blue,structured,8,0.0,1299.508857142857,1416.8699999999994,347.9438159125836,7.0
1,A,1,76,blue,structured,8,0.0,1485.1427142857144,1399.903,421.31622887751644,7.0
1,A,1,77,blue,structured,8,0.125,1510.7016666666666,1490.4800000000005,351.0798258753509,6.0
1,A,1,78,green,structured,8,0.0,1123.5345714285716,1117.429999999999,303.4937232381461,7.0
1,A,1,79,yellow,random,8,0.0,1430.5764285714286,1500.9800000000002,379.5901466792206,7.0
1,A,1,80,yellow,random,8,0.0,1480.3467142857141,1432.500000000001,180.7070608994145,7.0
1,A,1,81,blue,structured,8,0.0,1083.1117142857142,1017.2100000000004,309.49341154576786,7.0
1,A,1,82,blue,structured,8,0.0,1290.1605714285718,1217.1600000000017,349.45156925381264,7.0
1,A,1,83,blue,structured,8,0.0,1294.7999999999997,1233.6399999999976,433.0260138452035,7.0
1,A,1,84,yellow,random,8,0.0,1364.1558333333332,1374.6950000000006,116.34797027265553,6.0
1,A,1,85,blue,structured,8,0.125,1126.342,1065.4299999999992,301.6227683216229,5.0
1,A,1,86,green,structured,8,0.0,1390.0845714285715,1345.0930000000003,395.71008625333184,7.0
1,A,1,87,blue,structured,8,0.0,1354.4399999999998,1316.4099999999976,314.5991696322999,7.0
1,A,1,88,blue,structured,8,0.0,1211.582142857143,1167.110000000001,164.05089590980396,7.0
1,A,1,89,blue,structured,8,0.0,1375.8897142857145,1500.489,326.89130903187265,7.0
1,A,1,90,blue,structured,8,0.0,1240.0954285714286,1282.2260000000006,148.3035211886507,7.0
1,A,1,91,blue,structured,8,0.0,1232.195,1216.429999999999,144.86687187322514,7.0
1,A,1,92,yellow,random,8,0.0,1418.6142857142856,1416.2599999999993,227.43537890480368,7.0
1,A,1,93,green,structured,8,0.0,1223.4764285714284,1166.62,248.88538178035344,7.0
1,A,1,94,green,structured,8,0.0,1295.01,1315.0600000000009,171.68224388872204,7.0
1,A,1,95,yellow,random,8,0.0,1280.3781428571426,1297.7300000000014,200.199155338235,7.0
1,A,1,96,green,structured,8,0.0,1309.0475714285712,1265.39,258.52497207804225,7.0
1,A,1,97,green,structured,8,0.0,1563.2566000000004,1599.24,81.91479991307985,5.0
1,A,1,98,blue,structured,8,0.0,1849.1385714285718,1782.4700000000034,439.2416648963899,7.0
1,A,1,99,blue,structured,8,0.0,1711.2855714285713,1866.4500000000003,514.4956592923005,7.0
1,A,1,100,blue,structured,8,0.0,1494.698571428571,1450.9299999999996,358.78774135638884,7.0
1,A,1,101,green,structured,8,0.0,1378.1385714285716,1466.5600000000013,216.3119447640811,7.0
1,A,1,102,green,structured,8,0.0,1457.2150000000006,1456.9099999999996,173.71778962827577,4.0
1,A,1,103,yellow,random,8,0.0,1365.9661666666668,1441.1600000000008,443.32825473701365,6.0
1,A,1,104,blue,structured,8,0.0,2105.3199999999997,2033.69,208.63836032714727,5.0
1,A,1,105,yellow,random,8,0.0,1838.136666666666,1732.1800000000014,337.421766389386,3.0
1,A,1,106,green,structured,8,0.0,1688.11,1732.664999999999,471.88179299481266,6.0
1,A,1,107,blue,structured,8,0.125,1633.098333333334,1543.0950000000012,389.8217995657336,6.0
1,A,1,108,blue,structured,8,0.0,1498.6595000000007,1383.3025000000002,402.56338915877626,4.0
1,A,1,109,blue,structured,8,0.0,1166.2247142857143,1098.8799999999994,250.6071720533382,7.0
1,A,1,110,blue,structured,8,0.0,1194.8067142857142,1149.6580000000006,252.02586464932165,7.0
1,A,1,111,blue,structured,8,0.0,1044.904,1031.6159999999995,114.99976560700723,7.0
1,A,1,112,blue,structured,8,0.0,1099.644,898.4370000000004,344.2087802744142,7.0
1,A,1,113,blue,structured,8,0.0,1647.0078571428571,1550.5370000000003,314.05098042166594,7.0
1,A,1,114,green,structured,8,0.0,1247.1752857142858,1299.8049999999992,242.57926355297693,7.0
1,A,1,115,blue,structured,8,0.0,1114.0487142857141,1099.85,138.44442006537537,7.0
1,A,1,116,green,structured,8,0.0,1230.5391428571427,1299.08,303.4588702726333,7.0
1,A,1,117,blue,structured,8,0.0,1042.5847142857142,1033.2030000000004,132.75902061217792,7.0
1,A,1,118,yellow,random,8,0.0,1232.9099999999999,1099.85,425.66976984551474,7.0
1,A,1,119,yellow,random,8,0.0,1025.8447142857144,1033.4470000000006,122.1431395654494,7.0
1,A,2,1,yellow,random,8,0.125,1093.1054,800.3460000000011,609.1384692857615,5.0
1,A,2,2,yellow,random,8,0.0,1156.1580000000004,1232.4460000000013,388.05736676166885,5.0
1,A,2,3,blue,structured,8,0.125,1196.7083333333333,1191.2799999999997,291.98725810669697,6.0
1,A,2,4,green,structured,8,0.0,1337.5614285714287,966.6300000000003,532.8892545006751,7.0
1,A,2,5,blue,structured,8,0.125,1772.9524000000001,1666.8500000000001,555.5429993608055,5.0
1,A,2,6,green,structured,8,0.0,1311.9060000000004,1307.1920000000005,236.34489895912694,4.0
1,A,2,7,blue,structured,8,0.0,1180.640142857143,1183.8230000000003,197.08268361394997,7.0
1,A,2,8,blue,structured,8,0.0,1356.6921428571427,1216.7510000000004,369.42791106133694,7.0
1,A,2,9,blue,structured,8,0.0,1508.9477142857145,1348.6019999999996,397.6556214505684,7.0
1,A,2,10,blue,structured,8,0.0,1373.1580000000006,1316.9600000000016,235.19577764067049,5.0
1,A,2,11,blue,structured,8,0.0,1418.7539999999997,1482.9100000000003,218.4986933286631,7.0
1,A,2,12,blue,structured,8,0.0,1218.7544285714284,1265.3799999999985,85.41672787937449,7.0
1,A,2,13,blue,structured,8,0.0,1477.1158333333333,1382.6725000000001,404.8457551020719,6.0
1,A,2,14,green,structured,8,0.0,1351.8987142857143,1334.0699999999988,159.7972214127589,7.0
1,A,2,15,yellow,random,8,0.125,1342.8966,1267.213,371.41214331629004,5.0
1,A,2,16,blue,structured,8,0.0,1419.1081666666669,1357.1799999999996,201.7267815739067,6.0
1,A,2,17,yellow,random,8,0.125,1309.4495999999997,1132.9960000000003,496.5543649312732,5.0
1,A,2,18,green,structured,8,0.0,1568.6167142857141,1517.0899999999997,325.7154807500535,7.0
1,A,2,19,green,structured,8,0.0,1497.1054285714288,1448.5169999999998,245.21654428542507,7.0
1,A,2,20,blue,structured,8,0.0,1530.3387142857143,1516.75,171.79546470703107,7.0
1,A,2,21,blue,structured,8,0.0,1575.666,1583.0420000000008,404.8405745442691,7.0
1,A,2,22,blue,structured,8,0.125,1273.0659999999996,1299.4389999999996,269.55919390831355,5.0
1,A,2,23,green,structured,8,0.0,1149.8101666666669,1116.4820000000004,148.6768701882264,6.0
1,A,2,24,green,structured,8,0.0,1494.6987142857142,1465.5799999999992,232.3154272332584,7.0
1,A,2,25,yellow,random,8,0.0,1544.686,1417.053,249.3464954095006,7.0
1,A,2,26,green,structured,8,0.0,1713.7281428571428,1799.0100000000027,364.81110678561134,7.0
1,A,2,27,green,structured,8,0.125,1403.8399999999997,1199.5199999999995,561.9963403202306,4.0
1,A,2,28,yellow,random,8,0.0,1525.609142857143,1432.6699999999998,463.38862129441907,7.0
1,A,2,29,blue,structured,8,0.0,1316.0195,1291.3500000000004,265.93617912555663,6.0
1,A,2,30,blue,structured,8,0.0,1549.6320000000003,1549.1300000000017,196.93698946617326,5.0
1,A,2,31,blue,structured,8,0.0,1606.0067999999994,1716.431,509.4612635360021,5.0
1,A,2,32,blue,structured,8,0.0,1503.0017999999998,1349.85,501.5615008921645,5.0
1,A,2,33,blue,structured,8,0.0,1826.8741666666665,1815.6435000000001,342.7007016534495,6.0
1,A,2,34,green,structured,8,0.0,1005.9559999999998,966.7400000000015,109.41511678008668,5.0
1,A,2,35,blue,structured,8,0.0,1430.0521666666664,1382.412,292.08327814266704,6.0
1,A,2,36,yellow,random,8,0.0,1662.8403999999996,1666.3199999999988,352.47146269563376,5.0
1,A,2,37,blue,structured,8,0.0,1379.5639999999996,1233.8899999999987,322.3821095842647,5.0
1,A,2,38,blue,structured,8,0.125,1377.3999999999994,1324.2784999999992,407.9755686601838,6.0
1,A,2,39,blue,structured,8,0.0,1432.8962857142858,1382.629999999999,445.5266642168995,7.0
1,A,2,40,yellow,random,8,0.0,1330.557857142857,1183.0499999999997,357.667868566835,7.0
1,A,2,41,yellow,random,8,0.0,1396.9297142857142,1416.1999999999998,453.1648256402649,7.0
1,A,2,42,green,structured,8,0.0,1128.0428571428572,1065.2479999999987,393.3386319527698,7.0
1,A,2,43,blue,structured,8,0.0,1007.9963333333338,941.0399999999997,317.58727750189644,6.0
1,A,2,44,blue,structured,8,0.0,1289.9602857142856,1350.4640000000006,132.3289438894781,7.0
1,A,2,45,blue,structured,8,0.0,1107.9509999999998,1232.847500000001,316.7030090428576,6.0
1,A,2,46,yellow,random,8,0.0,1468.5835714285713,1416.1999999999998,369.1049327909602,7.0
1,A,2,47,blue,structured,8,0.0,1154.463,1116.821,219.80369275636195,7.0
1,A,2,48,yellow,random,8,0.125,1313.4058333333337,1316.1625,139.80045459213116,6.0
1,A,2,49,yellow,random,8,0.0,1294.8265714285715,1299.5600000000004,121.20987590381776,7.0
1,A,2,50,yellow,random,8,0.0,1445.4499999999998,1475.189499999999,483.5720849931958,4.0
1,A,2,51,blue,structured,8,0.0,1357.9511666666665,1266.0555000000004,336.38829362771634,6.0
1,A,2,52,green,structured,8,0.0,1125.6977142857143,1098.39,172.5746819637945,7.0
1,A,2,53,green,structured,8,0.0,1271.8704999999998,1125.4244999999994,385.24760467717374,6.0
1,A,2,54,blue,structured,8,0.0,1206.6125714285713,1117.1870000000004,416.9525033969124,7.0
1,A,2,55,yellow,random,8,0.0,1390.0151428571428,1416.8699999999994,168.3971671044663,7.0
1,A,2,56,yellow,random,8,0.0,1147.217142857143,1083.0099999999998,285.3074885519289,7.0
1,A,2,57,yellow,random,8,0.0,1646.1187999999997,1749.3890000000008,429.21249553071004,5.0
1,A,2,58,blue,structured,8,0.0,1239.9722857142858,999.5100000000008,461.69008223508365,7.0
1,A,2,59,blue,structured,8,0.0,1572.5368,1481.8119999999997,488.0838139282021,5.0
1,A,2,60,blue,structured,8,0.0,1263.2798,1000.7300000000008,404.3938758440833,5.0
1,A,2,61,yellow,random,8,0.0,1128.2092857142857,984.1309999999996,559.6012728725442,7.0
1,A,2,62,green,structured,8,0.0,1156.702857142857,1083.0099999999998,190.634520713877,7.0
1,A,2,63,green,structured,8,0.0,730.5296666666667,708.7405000000002,60.27043778393081,6.0
1,A,2,64,blue,structured,8,0.0,1011.6139999999999,883.1790000000002,311.18426079254095,7.0
1,A,2,65,green,structured,8,0.0,1044.9044285714288,849.1210000000002,375.39642986264425,7.0
1,A,2,66,green,structured,8,0.125,1227.2948333333336,1241.6394999999998,200.56101052838406,6.0
1,A,2,67,blue,structured,8,0.0,1132.8644285714286,1167.116,106.2682824989926,7.0
1,A,2,68,blue,structured,8,0.0,1233.0668571428566,1166.38,227.52108920744635,7.0
1,A,2,69,blue,structured,8,0.0,1337.6462857142856,1282.8349999999987,226.25911805325785,7.0
1,A,2,70,blue,structured,8,0.0,921.160142857143,900.7500000000003,236.5932265087267,7.0
1,A,2,71,green,structured,8,0.0,944.8074285714285,865.8439999999991,185.38731340885334,7.0
1,A,2,72,green,structured,8,0.0,1016.3985000000001,816.1649999999997,456.93814715593624,6.0
1,A,2,73,blue,structured,8,0.0,835.501,699.9510000000005,339.9714474373793,7.0
1,A,2,74,yellow,random,8,0.125,1243.9773333333335,1282.5299999999995,660.3880981428019,6.0
1,A,2,75,blue,structured,8,0.0,1227.4773333333335,1158.5080000000003,422.1795278099903,6.0
1,A,2,76,green,structured,8,0.0,1066.3371428571427,1015.9909999999996,309.1103006417122,7.0
1,A,2,77,blue,structured,8,0.0,928.3101428571428,949.2190000000012,99.41046462592782,7.0
1,A,2,78,blue,structured,8,0.0,1194.8072857142856,948.4899999999996,570.2546858421282,7.0
1,A,2,79,blue,structured,8,0.0,1249.511857142857,1399.2880000000002,455.7195933782193,7.0
1,A,2,80,blue,structured,8,0.0,1033.0105714285714,1099.7319999999995,405.1680638968877,7.0
1,A,2,81,yellow,random,8,0.0,1190.1164285714283,1133.4219999999996,145.9809707460269,7.0
1,A,2,82,yellow,random,8,0.0,1249.5982857142858,1116.211999999999,227.49016180538044,7.0
1,A,2,83,green,structured,8,0.0,1161.5159999999998,1100.4620000000002,304.4586498344231,7.0
1,A,2,84,blue,structured,8,0.0,1118.774285714286,1117.0600000000004,259.10131411651474,7.0
1,A,2,85,green,structured,8,0.0,1223.3365714285715,982.5400000000002,411.45644287532934,7.0
1,A,2,86,blue,structured,8,0.0,987.915142857143,866.5800000000008,211.08136585404554,7.0
1,A,2,87,blue,structured,8,0.125,1256.2978,1332.0299999999995,151.04695592497063,5.0
1,A,2,88,green,structured,8,0.0,1132.9517142857144,1150.024000000001,93.59133274278885,7.0
1,A,2,89,green,structured,8,0.0,1099.6264285714285,882.93,489.0652650474707,7.0
1,A,2,90,green,structured,8,0.0,1097.3604285714284,1099.6100000000001,362.92818253930864,7.0
1,A,2,91,blue,structured,8,0.125,1143.840000000002,1166.499999999999,350.9490941717904,3.0
1,A,2,92,yellow,random,8,0.0,1221.0347142857142,1448.974999999999,395.44950554768013,7.0
1,A,2,93,blue,structured,8,0.125,1269.4596000000001,1149.0500000000009,547.8998125303563,5.0
1,A,2,94,yellow,random,8,0.0,1185.25,1133.5449999999998,167.9409186668529,7.0
1,A,2,95,blue,structured,8,0.0,1427.944,1233.0299999999993,567.1053580311744,7.0
1,A,2,96,green,structured,8,0.0,935.3551428571428,882.4500000000004,138.44888172225473,7.0
1,A,2,97,blue,structured,8,0.0,1197.318142857143,1216.429999999999,166.05612119343704,7.0
1,A,2,98,yellow,random,8,0.0,1292.2715714285714,1198.86,328.57645093182214,7.0
1,A,2,99,blue,structured,8,0.0,1320.8882857142855,1299.0729999999999,311.34995006193833,7.0
1,A,2,100,blue,structured,8,0.0,942.5922857142857,883.3000000000002,230.6071797817776,7.0
1,A,2,101,blue,structured,8,0.0,1037.8937142857142,916.5039999999998,447.71074283913674,7.0
1,A,2,102,yellow,random,8,0.0,1194.7550000000003,1166.1339999999996,195.8267917633677,7.0
1,A,2,103,blue,structured,8,0.0,1094.8662857142858,983.7639999999999,313.58033115333967,7.0
1,A,2,104,green,structured,8,0.0,1152.4648333333328,1183.4105,372.31823357037825,6.0
1,A,2,105,green,structured,8,0.0,1426.1486,1316.4099999999994,256.0449503735631,5.0
1,A,2,106,blue,structured,8,0.0,1527.323333333333,1632.8699999999994,505.1224139024783,6.0
1,A,2,107,blue,structured,8,0.0,1026.7580000000005,999.880000000001,273.938382889291,5.0
1,A,2,108,blue,structured,8,0.125,1621.7653333333337,1567.3870000000006,338.0047588272489,6.0
1,A,2,109,yellow,random,8,0.125,1272.8276,1232.666,522.9802685979654,5.0
1,A,2,110,green,structured,8,0.0,1052.3483333333331,957.7055000000003,268.02364694382214,6.0
1,A,2,111,yellow,random,8,0.0,1152.134857142857,1016.4799999999996,317.3263638865771,7.0
1,A,2,112,yellow,random,8,0.0,1328.6149999999998,1415.895,336.4793472116829,4.0
1,A,2,113,blue,structured,8,0.0,1185.3378571428573,1167.23,201.9774472727323,7.0
1,A,2,114,blue,structured,8,0.0,1454.2404285714288,1400.15,360.8613442131006,7.0
1,A,2,115,green,structured,8,0.0,1476.0730000000008,1348.3800000000006,561.775952489068,5.0
1,A,2,116,yellow,random,8,0.0,1436.8275,1349.239999999999,723.8765646330869,4.0
1,A,2,117,green,structured,8,0.0,1038.655,1025.0199999999995,257.5420270433553,6.0
1,A,2,118,yellow,random,8,0.0,1455.038166666667,1441.1650000000006,341.0560955681147,6.0
1,A,2,119,blue,structured,8,0.0,1196.7776666666666,1224.9730000000004,258.8653200887801,6.0
3,A,1,1,blue,structured,8,0.875,2149.1699999999996,2149.1699999999996,,1.0
3,A,1,2,yellow,random,8,0.75,,,,
3,A,1,3,green,structured,8,0.25,1149.5599999999997,983.1599999999999,600.8695905518937,5.0
3,A,1,4,yellow,random,8,0.25,1254.0299999999997,1241.2114999999994,271.84446953972224,4.0
3,A,1,5,green,structured,8,0.125,1076.3179999999998,1116.209999999999,512.8858151382241,5.0
3,A,1,6,blue,structured,8,0.25,1519.436,1849.6100000000001,800.7984847825327,5.0
3,A,1,7,blue,structured,8,0.125,1149.4966666666667,1100.5900000000004,376.53966462158206,3.0
3,A,1,8,yellow,random,8,0.0,1140.067,1084.2289999999996,413.84634817445664,7.0
3,A,1,9,yellow,random,8,0.0,1361.4331428571427,1266.1130000000007,284.1105370957046,7.0
3,A,1,10,green,structured,8,0.0,1180.2565000000002,1308.3494999999998,318.84696228551377,6.0
3,A,1,11,yellow,random,8,0.0,944.0506666666665,957.3954999999996,267.2518099348753,6.0
3,A,1,12,blue,structured,8,0.0,1378.1387142857143,1167.2369999999992,570.853209130484,7.0
3,A,1,13,blue,structured,8,0.0,933.0233333333335,791.2595000000002,318.9855598171598,6.0
3,A,1,14,blue,structured,8,0.0,1019.2871666666664,907.9549999999999,405.56354902205703,6.0
3,A,1,15,green,structured,8,0.0,991.4139999999999,958.7404999999998,292.2535838623714,6.0
3,A,1,16,green,structured,8,0.125,703.0275999999997,766.3500000000009,266.31119861038496,5.0
3,A,1,17,blue,structured,8,0.0,1073.626142857143,850.0980000000001,544.7479108111773,7.0
3,A,1,18,yellow,random,8,0.125,933.0641666666666,866.0874999999999,311.22125857043716,6.0
3,A,1,19,blue,structured,8,0.25,1282.6525000000001,1274.4149999999995,104.3248226693915,4.0
3,A,1,20,blue,structured,8,0.25,1369.3836,1466.0640000000012,521.1928540730391,5.0
3,A,1,21,blue,structured,8,0.0,1235.5550000000003,1199.705,370.57252562757577,6.0
3,A,1,22,yellow,random,8,0.0,883.4633333333335,908.4469999999993,278.31931876365763,6.0
3,A,1,23,blue,structured,8,0.125,1042.7742,816.6499999999992,418.3111757187465,5.0
3,A,1,24,green,structured,8,0.0,954.381,932.861,322.35170720606857,7.0
3,A,1,25,blue,structured,8,0.0,944.4164999999999,900.5104999999999,242.42825880556862,6.0
3,A,1,26,yellow,random,8,0.25,1303.7717499999999,1266.845,378.3922984050411,4.0
3,A,1,27,blue,structured,8,0.125,1266.42,1199.9550000000002,271.93381609011584,4.0
3,A,1,28,yellow,random,8,0.0,916.2948571428572,949.9509999999996,286.2631918208771,7.0
3,A,1,29,blue,structured,8,0.0,1118.6518571428571,1333.4960000000012,468.7517335642354,7.0
3,A,1,30,green,structured,8,0.0,1128.2785714285715,916.500000000001,533.6315982379158,7.0
3,A,1,31,green,structured,8,0.0,807.9839999999998,775.6379999999997,354.13381888037765,6.0
3,A,1,32,green,structured,8,0.0,1163.533333333333,1007.9329999999995,560.4855486592556,6.0
3,A,1,33,blue,structured,8,0.0,1035.7668333333336,966.1849999999995,404.8769043511453,6.0
3,A,1,34,blue,structured,8,0.125,1192.9209999999998,1049.7999999999995,554.0389449127201,5.0
3,A,1,35,green,structured,8,0.0,1028.2854285714288,782.960000000001,563.7798750889264,7.0
3,A,1,36,blue,structured,8,0.375,1710.0416666666667,1881.5899999999992,465.5061486257017,3.0
3,A,1,37,green,structured,8,0.0,766.3925714285715,916.7500000000005,325.44584421930983,7.0
3,A,1,38,yellow,random,8,0.0,987.7584285714286,1032.7149999999997,327.15846810266976,7.0
3,A,1,39,yellow,random,8,0.0,854.2474285714286,915.2819999999995,203.17946255782275,7.0
3,A,1,40,blue,structured,8,0.0,1090.297,1150.6350000000011,299.34083707985224,7.0
3,A,1,41,blue,structured,8,0.0,1037.4924285714287,882.8129999999996,584.1894287143675,7.0
3,A,1,42,blue,structured,8,0.125,1146.8095000000003,1107.4255000000007,417.47209837341256,6.0
3,A,1,43,blue,structured,8,0.0,974.6486666666665,833.0105000000003,541.1692294710285,6.0
3,A,1,44,green,structured,8,0.0,992.4668571428573,849.609,710.7455326900123,7.0
3,A,1,45,blue,structured,8,0.0,937.1339999999994,999.8779999999998,411.626124962934,4.0
3,A,1,46,yellow,random,8,0.0,880.1678333333333,766.3554999999999,452.95164920570375,6.0
3,A,1,47,blue,structured,8,0.125,1135.9461666666666,1025.2704999999996,550.1088351137134,6.0
3,A,1,48,green,structured,8,0.0,919.3933333333334,682.6145000000006,622.7135406652619,6.0
3,A,1,49,green,structured,8,0.0,1547.1544285714285,1915.2800000000009,608.3540152498531,7.0
3,A,1,50,blue,structured,8,0.0,961.7745714285714,867.432,381.2354433841185,7.0
