log_DoD_linear,SE_linear,p_linear,pct_change_linear,log_DoD_flex,SE_flex,p_flex,pct_change_flex,DoD_same_direction,DoD_both_p_lt_0_05
-0.04627494847273545,0.016518860209519207,0.0050890825988718635,-0.0452205890425037,-0.04679617390887903,0.016483424962083007,0.004525747626339394,-0.045718114684627165,True,True
