contrast,Group,Day,Condition,log_diff_linear,SE_linear,z_linear,p_linear,ci_low_linear,ci_high_linear,ratio_linear,ratio_ci_low_linear,ratio_ci_high_linear,pct_change_linear,pct_ci_low_linear,pct_ci_high_linear,model_linear,log_diff_flex,SE_flex,z_flex,p_flex,ci_low_flex,ci_high_flex,ratio_flex,ratio_ci_low_flex,ratio_ci_high_flex,pct_change_flex,pct_ci_low_flex,pct_ci_high_flex,model_flex,delta_pct_points,materially_unchanged_2pp
structured_minus_random,A,1.0,,-0.05742977268384863,0.008471036515338107,-6.779544932885514,1.2055467735194725e-11,-0.07403300425391132,-0.04082654111378594,0.9441881958611043,0.9286410442306899,0.9599956352801328,-0.05581180413889575,-0.07135895576931006,-0.040004364719867236,linear,-0.056117449182172714,0.008466936482562384,-6.6278339630569265,3.406475101996875e-11,-0.07271264468799499,-0.03952225367635044,0.9454280896134485,0.9298679941460211,0.9612485624381779,-0.054571910386551514,-0.07013200585397894,-0.03875143756182209,flexible_bs_df4,0.12398937523442344,True
structured_minus_random,A,2.0,,-0.09813243255510529,0.007793937220421438,-12.590867719332106,0.0,-0.1134085495071313,-0.08285631560307927,0.9065288418732397,0.8927858383829752,0.9204833968205428,-0.09347115812676032,-0.1072141616170248,-0.07951660317945719,linear,-0.09810264606971647,0.007776652013452441,-12.61502326451198,0.0,-0.11334488401608325,-0.08286040812334969,0.9065558445834986,0.892842679841177,0.9204796297312913,-0.09344415541650142,-0.10715732015882296,-0.07952037026870873,flexible_bs_df4,0.002700271025890544,True
structured_minus_random,B,1.0,,-0.0846545223532182,0.00801818664705805,-10.557813889787507,0.0,-0.10037016818145197,-0.06893887652498443,0.9188296646847525,0.9045025379992065,0.9333837299917398,-0.08117033531524753,-0.09549746200079345,-0.0666162700082602,linear,-0.08393849401727058,0.008027762087586515,-10.45602661133497,0.0,-0.09967290770894015,-0.068204080325601,0.9194878083572163,0.9051334317893308,0.9340698288496505,-0.08051219164278367,-0.09486656821066919,-0.06593017115034949,flexible_bs_df4,0.06581436724638623,True
structured_minus_random,B,2.0,,-0.07908223375173942,0.00872814795816019,-9.060597291754572,0.0,-0.0961894037497334,-0.06197506375374545,0.9239639402996161,0.9082919658715555,0.9399063242344241,-0.07603605970038385,-0.09170803412844453,-0.060093675765575894,linear,-0.07912751699593532,0.008708659429671292,-9.086073193577853,0.0,-0.09619648947809105,-0.06205854451377958,0.9239221011621924,0.9082855299842174,0.9398278634151461,-0.07607789883780758,-0.09171447001578259,-0.060172136584853875,flexible_bs_df4,-0.004183913742372702,True
