model,definition,log_DoD,SE,z,p,ci_low,ci_high,ratio,ratio_ci_low,ratio_ci_high,pct_change,pct_ci_low,pct_ci_high,A_day2_minus_day1_structured_advantage,B_day2_minus_day1_structured_advantage
linear,"[(S-R)_A,d2-(S-R)_A,d1]-[(S-R)_B,d2-(S-R)_B,d1]",-0.04605783165933313,0.01683099340268932,-2.736489199263416,0.006209863344982747,-0.07904657872860418,-0.01306908459006207,0.9549867321263469,0.9239968848425995,0.9870159450729273,-0.04501326787365312,-0.07600311515740055,-0.012984054927072664,-0.04627527903517426,-0.0002174473758411316
