model,definition,log_DoD,SE,z,p,ci_low,ci_high,ratio,ratio_ci_low,ratio_ci_high,pct_change,pct_ci_low,pct_ci_high,A_day2_minus_day1_structured_advantage,B_day2_minus_day1_structured_advantage
flexible_bs_df4,"[(S-R)_A,d2-(S-R)_A,d1]-[(S-R)_B,d2-(S-R)_B,d1]",-0.04680474521028751,0.016797231919581716,-2.7864558538198145,0.005328787584918615,-0.07972731977266767,-0.013882170647907352,0.9542737059127593,0.9233680962838724,0.9862137423432403,-0.045726294087240715,-0.0766319037161276,-0.01378625765675967,-0.04694730978593348,-0.00014256457564595926
