"contrast","Group","day","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"blue - green","A","1",9.43968192488742,4.89618924367283,177,-0.222737998404837,19.1021018481797,1.92796508776412,0.0554600781615329
"blue - yellow","A","1",4.24502239734167,3.30799452235632,177,-2.28316321563527,10.7732080103186,1.28326161626105,0.201078066480242
"green - yellow","A","1",-5.19465952754575,5.08104714936807,177,-15.2218886161038,4.83256956101231,-1.02236003226064,0.308005808104656
"blue - green","B","1",-1.04060951829473,5.30505932056949,177,-11.5099170393549,9.42869800276546,-0.196154171973145,0.844714520439537
"blue - yellow","B","1",-8.05559862041477,4.03344073879005,177,-16.0154212935818,-0.0957759472477289,-1.99720267188834,0.0473352810704007
"green - yellow","B","1",-7.01498910212004,4.20391009505102,177,-15.3112257540514,1.28124754981128,-1.66868199926024,0.0969483375016767
"blue - green","A","2",-3.83691410046831,3.5556296395107,177,-10.8537970187611,3.17996881782445,-1.07910960630768,0.282007187511555
"blue - yellow","A","2",-0.0638143975286027,3.35364194681162,177,-6.68208324903104,6.55445445397384,-0.0190283872102902,0.98483989255885
"green - yellow","A","2",3.7730997029397,3.2541465700378,177,-2.64881928074317,10.1950186866226,1.1594744187862,0.247824598528758
"blue - green","B","2",2.37585235838059,4.93900475359342,177,-7.37106214130437,12.1227668580655,0.481038686316715,0.631083108064389
"blue - yellow","B","2",2.25325195138184,2.9901041236546,177,-3.64759056495964,8.15409446772333,0.753569728076175,0.452108860163464
"green - yellow","B","2",-0.122600406998746,4.41781924764979,177,-8.84097761661294,8.59577680261544,-0.0277513406787676,0.977891739813867
"blue - green","A - B","1",10.4802914431821,7.21871899618893,177,-3.76554154612887,24.7261244324932,1.4518215002849,0.148321454207975
"blue - yellow","A - B","1",12.3006210177564,5.21917726210048,177,2.00079806346962,22.6004439720432,2.35681227136669,0.0195257913569856
"green - yellow","A - B","1",1.82032957457429,6.5915675341349,177,-11.1878468454561,14.8285059946047,0.276160346556048,0.782747092819314
"blue - green","A - B","2",-6.2127664588489,6.0790302366208,177,-18.2094724580147,5.7839395403169,-1.02199959813038,0.308175888749969
"blue - yellow","A - B","2",-2.31706634891045,4.57499678853416,177,-11.3456267085117,6.7114940106908,-0.506462945442382,0.613161978978903
"green - yellow","A - B","2",3.89570010993845,5.49676435899594,177,-6.95192909978622,14.7433293196631,0.708726053275832,0.479426883277195
"blue - green","A","1 - 2",13.2765960253557,5.44899282458744,177,2.52324189424069,24.0299501564708,2.43652294153295,0.0158194657767176
"blue - yellow","A","1 - 2",4.30883679487027,4.18721363935181,177,-3.95445011632035,12.5721237060609,1.02904632196825,0.304862059259457
"green - yellow","A","1 - 2",-8.96775923048546,5.8751248933937,177,-20.5620667616163,2.62654830064535,-1.52639465427693,0.12869653534805
"blue - green","B","1 - 2",-3.41646187667532,7.25120209397948,177,-17.7263988692512,10.8934751159005,-0.471158000066214,0.63810809137584
"blue - yellow","B","1 - 2",-10.3088505717966,3.62418519229489,177,-17.4610249394406,-3.15667620415264,-2.84446020962546,0.00497296518486089
"green - yellow","B","1 - 2",-6.89238869512129,5.93421633370569,177,-18.6033106546883,4.81853326444576,-1.16146569446302,0.247016454350382
"blue - green","A - B","1 - 2",16.693057902031,9.08534500009793,177,-1.23648161737644,34.6225974214385,1.83736092595836,0.0678333363869608
"blue - yellow","A - B","1 - 2",14.6176873666669,5.63576990044474,177,3.49573667010863,25.7396380632251,2.59373388638761,0.0102888501587036
"green - yellow","A - B","1 - 2",-2.07537053536416,8.39070927905595,177,-18.634076188597,14.4833351178687,-0.247341490014974,0.804930622971293
