"contrast","Group","day","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"blue - green","A","1",5.34009030318399,3.88696699625845,177,-2.33067270793966,13.0108533143076,1.37384503349895,0.171227173386404
"blue - yellow","A","1",3.1278758172001,2.16926462660145,177,-1.15307508232922,7.40882671672941,1.44190606293179,0.151095893639554
"green - yellow","A","1",-2.21221448598389,3.18888418462862,177,-8.50534094518783,4.08091197322004,-0.693726820386714,0.488762950359131
"blue - green","B","1",0.032455466487578,3.6753792141581,177,-7.2207481122809,7.28565904525605,0.00883050825410199,0.992964310267902
"blue - yellow","B","1",-2.51032750882201,2.63614823869379,177,-7.71265323494109,2.69199821729707,-0.952270995983851,0.342258146774406
"green - yellow","B","1",-2.54278297530959,3.69010247338297,177,-9.82504227602631,4.73947632540713,-0.689081941125187,0.491674002997568
"blue - green","A","2",-1.73974822652008,2.99280433525926,177,-7.64591949489861,4.16642304185844,-0.58131038037586,0.561770813485659
"blue - yellow","A","2",-0.307141410529196,3.02345627295413,177,-6.27380296609448,5.65952014503608,-0.101586192357628,0.919200126530371
"green - yellow","A","2",1.43260681599089,2.59910257572079,177,-3.69661087974631,6.56182451172808,0.551192873022178,0.582196574864139
"blue - green","B","2",6.84784572300994,3.6418225072507,177,-0.339135130850355,14.0348265768702,1.88033483492844,0.0617051576741489
"blue - yellow","B","2",4.07444077038853,2.59154784293276,177,-1.03986798352201,9.18874952429908,1.5722035699629,0.117689185540292
"green - yellow","B","2",-2.7734049526214,4.52072797220629,177,-11.6948681258184,6.14805822057564,-0.613486360973822,0.540342374648743
"blue - green","A - B","1",5.30763483669641,5.35835336591146,177,-5.26684620194595,15.8821158753388,0.990534680012388,0.323265010820367
"blue - yellow","A - B","1",5.63820332602211,3.4289327555326,177,-1.12864871416459,12.4050553662088,1.64430268191315,0.101888632067591
"green - yellow","A - B","1",0.330568489325696,4.92867342076261,177,-9.39595756718223,10.0570945458336,0.0670704794383693,0.946601295805817
"blue - green","A - B","2",-8.58759394953002,4.68710555662639,177,-17.8373961648847,0.662208265824656,-1.83217421621523,0.0686060075907274
"blue - yellow","A - B","2",-4.38158218091773,4.0245240356675,177,-12.3238081220931,3.56064376025765,-1.08872058958669,0.277757265404148
"green - yellow","A - B","2",4.20601176861229,5.24072706907788,177,-6.13633880744702,14.5483623446716,0.802562643154846,0.423303861274989
"blue - green","A","1 - 2",7.07983852970407,4.55385085793762,177,-1.90699124087703,16.0666683002852,1.55469266573883,0.121805498846557
"blue - yellow","A","1 - 2",3.43501722772929,3.6385172204082,177,-3.74544078400833,10.6154752394669,0.944070625380721,0.346420438947371
"green - yellow","A","1 - 2",-3.64482130197478,3.8347354725098,177,-11.2125076364065,3.92286503245689,-0.950475287827162,0.343166831683611
"blue - green","B","1 - 2",-6.81539025652236,5.8880735468432,177,-18.435251401054,4.8044708880093,-1.15749068049198,0.248631537557389
"blue - yellow","B","1 - 2",-6.58476827921055,3.76369363028614,177,-14.0122565784914,0.84272002007035,-1.74954949207966,0.0819292131280628
"green - yellow","B","1 - 2",0.230621977311813,5.29637710314037,177,-10.2215515592371,10.6827955138607,0.0435433453511214,0.965317495574325
"blue - green","A - B","1 - 2",13.8952287862264,7.43568885982832,177,-0.778784943012573,28.5692425154654,1.86872111625005,0.0633139000944824
"blue - yellow","A - B","1 - 2",10.0197855069398,5.27771309596544,177,-0.395555410239064,20.4351264241187,1.89850894217791,0.0592562327272058
"green - yellow","A - B","1 - 2",-3.87544327928659,6.56121149618095,177,-16.8237133576049,9.07282679903174,-0.590659709954839,0.555501878308155
