"contrast","Group","day","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"blue - green","A","1",517.269347791307,300.832332954987,200,-75.9407935096103,1110.47948909222,1.71946061352622,0.0870776163143487
"blue - yellow","A","1",-215.681242659034,145.093976897567,200,-501.791507775372,70.4290224573038,-1.48649342495657,0.1387233670063
"green - yellow","A","1",-732.950590450341,347.491795052135,200,-1418.16834885741,-47.7328320432689,-2.10926013473318,0.0361662189081693
"blue - green","B","1",82.4605854877454,196.992517716796,200,-305.988216282141,470.909387257632,0.418597551031323,0.675959441343085
"blue - yellow","B","1",-769.115973828427,333.915168714668,200,-1427.56203403096,-110.669913625894,-2.30332744927093,0.0222884500911433
"green - yellow","B","1",-851.576559316173,403.758086759335,200,-1647.74560585856,-55.407512773789,-2.10912570482772,0.036177959263798
"blue - green","A","2",-393.914282331326,291.341689234745,200,-968.409859120444,180.581294457791,-1.3520697410865,0.177879960349924
"blue - yellow","A","2",-680.424408244572,293.386530930641,200,-1258.95220065176,-101.896615837388,-2.31920806345888,0.0213935195933963
"green - yellow","A","2",-286.510125913246,170.596679668317,200,-622.909074315684,49.8888224891926,-1.6794589816771,0.0946240922384239
"blue - green","B","2",316.273363143922,261.66902080093,200,-199.710790815414,832.257517103258,1.20867713791971,0.228213957667027
"blue - yellow","B","2",-96.9285759943998,233.782867737014,200,-557.924130035324,364.066978046524,-0.414609406295059,0.678872224230253
"green - yellow","B","2",-413.201939138322,298.472081977148,200,-1001.75791044921,175.354032172566,-1.38439058152835,0.16778155560859
"blue - green","A - B","1",434.808762303562,359.446839084587,200,-273.98310228448,1143.6006268916,1.20966083165706,0.227836957468811
"blue - yellow","A - B","1",553.434731169393,364.967054870908,200,-166.242426081339,1273.11188842013,1.51639640834198,0.130998101997517
"green - yellow","A - B","1",118.625968865831,533.680631175704,200,-933.7368523761,1170.98879010776,0.222278947250713,0.82432355957654
"blue - green","A - B","2",-710.187645475248,391.679799186514,200,-1482.53956236482,62.1642714143268,-1.81318425650301,0.0713025463194586
"blue - yellow","A - B","2",-583.495832250172,377.76103560264,200,-1328.40139179105,161.409727290708,-1.54461624481552,0.124019928909741
"green - yellow","A - B","2",126.691813225076,341.688471472547,200,-547.082393330882,800.466019781035,0.370781644107226,0.711192596567712
"blue - green","A","1 - 2",911.183630122633,325.475120455186,200,269.380469210261,1552.98679103501,2.79954925233092,0.00561877142322611
"blue - yellow","A","1 - 2",464.743165585538,290.806189041873,200,-108.696460395501,1038.18279156658,1.59811992694082,0.111594950738801
"green - yellow","A","1 - 2",-446.440464537095,331.370131797707,200,-1099.86797605406,206.987046979873,-1.34725619993306,0.179422124570604
"blue - green","B","1 - 2",-233.812777656177,386.120795967294,200,-995.202917090603,527.57736177825,-0.605543084180272,0.545504744968574
"blue - yellow","B","1 - 2",-672.187397834027,438.836265552203,200,-1537.52697267002,193.152177001968,-1.53174988167441,0.127164392677795
"green - yellow","B","1 - 2",-438.374620177851,457.180801844294,200,-1339.88771685254,463.138476496835,-0.958864891984575,0.338784523838385
"blue - green","A - B","1 - 2",1144.99640777881,505.466663467043,200,148.268602915317,2141.7242126423,2.26522635523612,0.0245704744301416
"blue - yellow","A - B","1 - 2",1136.93056341957,527.515762921557,200,96.724222607188,2177.13690423194,2.15525419965248,0.0323367376325366
"green - yellow","A - B","1 - 2",-8.06584435924469,565.705498421123,200,-1123.57838038479,1107.44669166631,-0.0142580271568093,0.988638338526101
