"contrast","Group","day","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"blue - green","A","1",4.99381581649112,3.83899319942645,178,-2.58197999452593,12.5696116275082,1.30081392622347,0.195003622705204
"blue - yellow","A","1",3.46969975190377,2.145924658775,178,-0.765026957988474,7.70442646179601,1.61687864376583,0.107675318045326
"green - yellow","A","1",-1.52411606458735,3.1262378662824,178,-7.69337412296668,4.64514199379197,-0.487524024011575,0.626486920627987
"blue - green","B","1",-0.0182741472054504,3.65139630624759,178,-7.22386983447221,7.1873215400613,-0.00500470112602762,0.996012447403714
"blue - yellow","B","1",-2.72829386837377,2.69021968518993,178,-8.0371219811254,2.58053424437786,-1.01415281562076,0.311886370285935
"green - yellow","B","1",-2.71001972116832,3.69222596571771,178,-9.99618787811937,4.57614843578273,-0.733979920603677,0.463926674925875
"blue - green","A","2",-1.63734673193033,2.96541403521443,178,-7.48923811565692,4.21454465179626,-0.552147765029356,0.581539718424403
"blue - yellow","A","2",0.340528034999553,2.96791166853144,178,-5.51629213058144,6.19734820058055,0.114736580138199,0.90878324089508
"green - yellow","A","2",1.97787476692988,2.59620119862797,178,-3.14541906127009,7.10116859512986,0.761834162920479,0.447167218106386
"blue - green","B","2",6.64830718489122,3.64166983136527,178,-0.538094462729816,13.8347088325123,1.82562052375812,0.0695832637497916
"blue - yellow","B","2",4.32817435891879,2.53089412369324,178,-0.666243735717976,9.32259245355555,1.71013647643341,0.0889830465997938
"green - yellow","B","2",-2.32013282597243,4.47008980005954,178,-11.141322607507,6.50105695556209,-0.519034947785954,0.604381088088241
"blue - green","A - B","1",5.01208996369657,5.29816607615513,178,-5.44320971534567,15.4673896427388,0.946004691369326,0.345428604809347
"blue - yellow","A - B","1",6.19799362027754,3.44126061142164,178,-0.592924302817753,12.9889115433728,1.8010823125997,0.0733825753687233
"green - yellow","A - B","1",1.18590365658097,4.83796401169934,178,-8.36124206359351,10.7330493767554,0.245124530425024,0.806642380250372
"blue - green","A - B","2",-8.28565391682155,4.69632191836576,178,-17.5532858369975,0.981978003354383,-1.76428576678679,0.0793991497369976
"blue - yellow","A - B","2",-3.98764632391923,3.90050313902579,178,-11.6848246741974,3.70953202635896,-1.02234152410276,0.308006712854838
"green - yellow","A - B","2",4.29800759290232,5.16932911356529,178,-5.90304768642644,14.4990628722311,0.831443984021745,0.406836818481952
"blue - green","A","1 - 2",6.63116254842145,4.60420137466966,178,-2.45468045138186,15.7170055482248,1.44024164210177,0.151555588344318
"blue - yellow","A","1 - 2",3.12917171690421,3.64819632136377,178,-4.07010918134916,10.3284526151576,0.857731174876705,0.392194338733599
"green - yellow","A","1 - 2",-3.50199083151724,3.81626444218089,178,-11.0329341473654,4.02895248433096,-0.91764889057739,0.360044410057419
"blue - green","B","1 - 2",-6.66658133209667,5.81516676144041,178,-18.1421202828475,4.80895761865417,-1.14641275230521,0.253163172496518
"blue - yellow","B","1 - 2",-7.05646822729256,3.7392249381144,178,-14.4353832581527,0.322446803567551,-1.8871472949822,0.0607682618645527
"green - yellow","B","1 - 2",-0.389886895195888,5.20047223222739,178,-10.6523994097022,9.87262561931047,-0.0749714406279788,0.940321625142254
"blue - green","A - B","1 - 2",13.2977438805181,7.4171985791046,178,-1.33921404205837,27.9347018030946,1.79282565225905,0.0746988286401282
"blue - yellow","A - B","1 - 2",10.1856399441968,5.22409222133652,178,-0.123483805405277,20.4947636937988,1.94974351765768,0.0527777477437626
"green - yellow","A - B","1 - 2",-3.11210393632135,6.45048724755133,178,-15.841372192467,9.61716431982435,-0.482460288174778,0.630071770218845
