"contrast","Group","SeqKind","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"1 - 2","A","blue",1816.45456898082,217.353579369356,178,1387.53316939565,2245.37596856598,8.35714127299488,1.78256407858061e-14
"1 - 2","B","blue",440.681068550804,336.390298374388,178,-223.145117354449,1104.50725445606,1.31002906647547,0.191874099632416
"1 - 2","A","green",938.133219204597,228.669670540175,178,486.880861569861,1389.38557683933,4.10256951430635,6.21030291728052e-05
"1 - 2","B","green",853.193759559732,356.936124802717,178,148.822832441374,1557.56468667809,2.39032616839022,0.0178772295713037
"1 - 2","A","yellow",1329.42915342622,258.454517064841,178,819.399948891346,1839.45835796109,5.14376443686875,7.05903358867263e-07
"1 - 2","B","yellow",855.338033792875,364.781634966645,178,135.484926856105,1575.19114072965,2.34479467112177,0.0201401128837364
"1 - 2","A - B","blue",1375.77350043001,400.01500704167,178,586.391530401259,2165.15547045877,3.43930471660204,0.000726413777455006
"1 - 2","A - B","green",84.9394596448651,423.671188362174,178,-751.125166497818,921.004085787548,0.200484389729742,0.841330646938525
"1 - 2","A - B","yellow",474.091119633344,446.962301483476,178,-407.935744015945,1356.11798328263,1.06069598724507,0.29026517854731
