"contrast","Group","day","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"blue - green","A","1",389.166582082689,288.367327329871,178,-179.89199055198,958.225154717359,1.34955157952937,0.178873775008502
"blue - yellow","A","1",-252.486389716091,146.987646057878,178,-542.549001299486,37.5762218673036,-1.71773884736321,0.0875833133058769
"green - yellow","A","1",-641.65297179878,356.205631890893,178,-1344.58235816572,61.2764145681643,-1.80135549343398,0.0733393547117064
"blue - green","B","1",16.0541068809971,233.894485848245,178,-445.508801428883,477.617015190877,0.0686382443894521,0.94535461956271
"blue - yellow","B","1",-580.045734344405,147.459046516364,178,-871.038598583429,-289.052870105381,-3.93360562168044,0.000119789982550704
"green - yellow","B","1",-596.099841225402,252.899568736075,178,-1095.16701689141,-97.0326655593921,-2.35706151736261,0.0195069037513156
"blue - green","A","2",-489.154767693531,287.332199172567,178,-1056.17063820538,77.8611028183169,-1.70240150286725,0.090425792892448
"blue - yellow","A","2",-739.511805270689,298.19833412841,178,-1327.97069883679,-151.052911704588,-2.47993271804208,0.0140703533100192
"green - yellow","A","2",-250.357037577158,175.0936869425,178,-595.883573095039,95.1694979407224,-1.4298461694931,0.154514031456802
"blue - green","B","2",428.566797889926,283.058338635398,178,-130.01511791755,987.148713697401,1.51405819717593,0.131784696770879
"blue - yellow","B","2",-165.388769102333,275.413950984253,178,-708.88539641438,378.107858209714,-0.600509772694084,0.54893036878665
"green - yellow","B","2",-593.955566992259,332.960063960875,178,-1251.01259386264,63.1014598781247,-1.7838642866853,0.0761493704351523
"blue - green","A - B","1",373.112475201692,371.298190113536,178,-359.600277121128,1105.82522752451,1.0048863289304,0.31631567372792
"blue - yellow","A - B","1",327.559344628314,208.205519843137,178,-83.3094491205054,738.428138377133,1.57325005059952,0.117436693214445
"green - yellow","A - B","1",-45.5531305733781,436.853114968502,178,-907.630718755241,816.524457608484,-0.104275622657887,0.917068022985336
"blue - green","A - B","2",-917.721565583456,403.338339055904,178,-1713.6617354954,-121.78139567151,-2.27531448592656,0.0240792103559097
"blue - yellow","A - B","2",-574.123036168356,405.924981830037,178,-1375.16763749628,226.921565159567,-1.41435748442983,0.159003749152346
"green - yellow","A - B","2",343.598529415101,376.19171096656,178,-398.771003436791,1085.96806226699,0.913360181520967,0.362288612663559
"blue - green","A","1 - 2",878.32134977622,340.655329941361,178,206.078632087645,1550.56406746479,2.5783285114823,0.0107366331783252
"blue - yellow","A","1 - 2",487.025415554598,303.275983583073,178,-111.453614404084,1085.50444551328,1.60588190927816,0.11007245341859
"green - yellow","A","1 - 2",-391.295934221622,347.49814051944,178,-1077.04212352894,294.450255085693,-1.12603749083869,0.26166552935554
"blue - green","B","1 - 2",-412.512691008929,443.860982327295,178,-1288.41947070612,463.394088688262,-0.929373626954102,0.353954117859082
"blue - yellow","B","1 - 2",-414.656965242072,284.35176828289,178,-975.791310396589,146.477379912446,-1.45825351375887,0.146532861191759
"green - yellow","B","1 - 2",-2.14427423314316,354.166112734101,178,-701.048912474245,696.760364007959,-0.00605443083357055,0.995176072694959
"blue - green","A - B","1 - 2",1290.83404078515,559.516421072706,178,186.695028611036,2394.97305295926,2.30705300536195,0.0222031527831947
"blue - yellow","A - B","1 - 2",901.68238079667,415.730983141606,178,81.2868038874116,1722.07795770593,2.16890830214966,0.0314160808866049
"green - yellow","A - B","1 - 2",-389.151659988479,496.173954449094,178,-1368.29185909402,589.988539117058,-0.784304892465701,0.433903720364736
