"contrast","Group","day","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"blue - green","A","1",392.51937540061,293.646645532723,177,-186.979711949804,972.018462751024,1.33670648506308,0.183034079319585
"blue - yellow","A","1",-255.796090685183,149.55792813103,177,-550.942261010812,39.3500796404463,-1.71034791589969,0.0889537143381903
"green - yellow","A","1",-648.315466085793,364.934535237859,177,-1368.49815276123,71.8672205896461,-1.7765253860209,0.0773641299600547
"blue - green","B","1",16.5452949885451,234.633237753322,177,-446.493357789018,479.583947766108,0.0705155635534458,0.943862921364826
"blue - yellow","B","1",-577.935280984654,147.591872703162,177,-869.201525067426,-286.669036901883,-3.91576629796548,0.000128482883811091
"green - yellow","B","1",-594.480575973199,252.913847260439,177,-1093.59522923211,-95.3659227142923,-2.35052600880739,0.0198482901035738
"blue - green","A","2",-490.146267385248,287.555537413282,177,-1057.62481355167,77.332278781169,-1.70452731251284,0.0900372584255599
"blue - yellow","A","2",-745.782847096291,299.475867576279,177,-1336.78565466825,-154.780039524332,-2.49029363578464,0.0136856427643603
"green - yellow","A","2",-255.636579711043,181.324386586577,177,-613.472496244901,102.199336822816,-1.4098301090294,0.160344574496167
"blue - green","B","2",430.498824368868,285.856524895957,177,-133.626793309637,994.624442047373,1.50599614448386,0.133850697078886
"blue - yellow","B","2",-167.84553768578,274.332146044412,177,-709.228286925807,373.537211554247,-0.611833283506655,0.541433160422022
"green - yellow","B","2",-598.344362054648,337.196054146573,177,-1263.78634345922,67.09761934992,-1.77447023681528,0.0777044032414962
"blue - green","A - B","1",375.974080412065,374.000075819999,177,-362.099062611539,1114.04722343567,1.00527808607455,0.316135277022003
"blue - yellow","A - B","1",322.139190299471,211.930094276241,177,-96.095780484429,740.374161083372,1.52002570186931,0.13028882790287
"green - yellow","A - B","1",-53.8348901125937,443.877061511436,177,-929.807273774631,822.137493549444,-0.121283334464912,0.903604195997109
"blue - green","A - B","2",-920.645091754116,405.322737609017,177,-1720.53216725834,-120.758016249887,-2.27138772718492,0.0243275077733841
"blue - yellow","A - B","2",-577.937309410511,408.816521162135,177,-1384.71921722845,228.844598407428,-1.41368383980085,0.159211108908494
"green - yellow","A - B","2",342.707782343605,377.310315704125,177,-401.897977418331,1087.31354210554,0.908291578787222,0.364959214855144
"blue - green","A","1 - 2",882.665642785858,342.537976084149,177,206.681607063229,1558.64967850849,2.57684024666806,0.0107859130443498
"blue - yellow","A","1 - 2",489.986756411108,301.989235956922,177,-105.97607609189,1085.94958891411,1.62253053443601,0.106469595800208
"green - yellow","A","1 - 2",-392.67888637475,348.935483514294,177,-1081.28812920765,295.930356458149,-1.12536243783491,0.261959134452875
"blue - green","B","1 - 2",-413.953529380323,445.477658367218,177,-1293.08462243425,465.177563673606,-0.929235218882943,0.354032727630815
"blue - yellow","B","1 - 2",-410.089743298874,281.729747960184,177,-966.071343314106,145.891856716357,-1.45561392173904,0.147270731952639
"green - yellow","B","1 - 2",3.8637860814485,356.724424547818,177,-700.116598526847,707.844170689744,0.0108312910907242,0.991370247457657
"blue - green","A - B","1 - 2",1296.61917216618,564.0215406166,177,183.546800982321,2409.69154335004,2.29888236316061,0.0226800572797542
"blue - yellow","A - B","1 - 2",900.076499709982,415.491216907472,177,80.1223655049603,1720.030633915,2.16629488923812,0.0316258631652964
"green - yellow","A - B","1 - 2",-396.542672456199,502.350519851683,177,-1387.90992358189,594.824578669494,-0.789374464215298,0.430949310660373
