"contrast","Group","SeqKind","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"1 - 2","A","blue",547.717276621966,249.71414914954,177,54.9170906429382,1040.51746260099,2.19337702123546,0.0295836703606002
"1 - 2","B","blue",530.656991610596,418.171409784094,177,-294.586388528457,1355.90037174965,1.268993956054,0.206109423580149
"1 - 2","A","green",515.538059996007,252.657354645159,177,16.9295839358784,1014.14653605614,2.04046330145444,0.0427897017195493
"1 - 2","B","green",126.463269602747,371.584775802432,177,-606.84338220718,859.769921412674,0.340334905620531,0.734007905058705
"1 - 2","A","yellow",470.550039038023,322.189866227839,177,-165.27787274985,1106.3779508259,1.4604743611187,0.14593250849662
"1 - 2","B","yellow",151.52682558043,433.932242526156,177,-704.81988343656,1007.87353459742,0.34919466850011,0.727358241596344
"1 - 2","A - B","blue",17.0602850113696,471.639732876465,177,-913.700542391467,947.821112414206,0.0361722811335704,0.97118575013292
"1 - 2","A - B","green",389.07479039326,443.619223917129,177,-486.388761811451,1264.53834259797,0.877046731559005,0.381650086199134
"1 - 2","A - B","yellow",319.023213457593,533.044861873511,177,-732.918007979259,1370.96443489445,0.598492240102102,0.550276649882486
