"contrast","Group","day","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"blue - green","A","1",636.875351690157,339.486995479581,178,-33.0617971001074,1306.81250048042,1.87599336696378,0.0622932427971472
"blue - yellow","A","1",-230.580341290999,201.005357422233,178,-627.240472123958,166.079789541961,-1.14713530150662,0.252865265609605
"green - yellow","A","1",-867.455692981156,417.482319434418,178,-1691.30732346007,-43.6040625022409,-2.0778261799358,0.0391604671501969
"blue - green","B","1",16.1583980648419,347.189084398012,178,-668.977905798959,701.294701928642,0.0465406281215862,0.962931526575222
"blue - yellow","B","1",-656.397609916208,237.013189380122,178,-1124.11490817294,-188.680311659473,-2.76945604433632,0.00621028462202731
"green - yellow","B","1",-672.55600798105,404.867240955193,178,-1471.51328368152,126.401267719419,-1.66117665236216,0.0984382878690228
"blue - green","A","2",-764.919791587786,355.705983476827,178,-1466.86318132342,-62.976401852152,-2.15042711430132,0.0328705243647223
"blue - yellow","A","2",-831.908782971034,351.265626989991,178,-1525.0896580772,-138.727907864867,-2.3683182157608,0.0189413374875579
"green - yellow","A","2",-66.9889913832478,277.390394653241,178,-614.385894858969,480.407912092473,-0.241497155901844,0.809447794835265
"blue - green","B","2",329.207825446079,333.173005101721,178,-328.269415402036,986.685066294194,0.988098736707581,0.324445534328146
"blue - yellow","B","2",-66.9034966083792,283.440418001492,178,-626.239400534812,492.432407318054,-0.23604077738845,0.813672406812905
"green - yellow","B","2",-396.111322054458,359.706333965004,178,-1105.94892699096,313.726282882041,-1.10120752583966,0.272293219627379
"blue - green","A - B","1",620.716953625315,485.583855193809,178,-337.524946002007,1578.95885325264,1.27828993280176,0.202811536786807
"blue - yellow","A - B","1",425.81726862521,310.770664079764,178,-187.451620591422,1039.08615784184,1.37019776266886,0.172350852188023
"green - yellow","A - B","1",-194.899685000106,581.557365905558,178,-1342.53387647293,952.734506472718,-0.335134066605144,0.737918578714989
"blue - green","A - B","2",-1094.12761703386,487.37151948973,178,-2055.8972592179,-132.357974849832,-2.2449560002591,0.0260019324251358
"blue - yellow","A - B","2",-765.005286362655,451.360179082661,178,-1655.71083761635,125.700264891041,-1.69488874255022,0.0918452040418936
"green - yellow","A - B","2",329.12233067121,454.240110228527,178,-567.266421666075,1225.5110830085,0.724555853303289,0.469675860331453
"blue - green","A","1 - 2",1401.79514327794,418.121402812128,178,576.682357875266,2226.90792868062,3.35260317661328,0.000977915697338852
"blue - yellow","A","1 - 2",601.328441680035,432.349250901608,178,-251.861307227597,1454.51819058767,1.39083955951362,0.166010319774838
"green - yellow","A","1 - 2",-800.466701597908,472.740620166125,178,-1733.36400667446,132.43060347864,-1.69324713691118,0.0921577492082195
"blue - green","B","1 - 2",-313.049427381237,585.196279979352,178,-1467.86458234236,841.765727579882,-0.534947739914346,0.59335362674564
"blue - yellow","B","1 - 2",-589.494113307829,266.972665803195,178,-1116.33286976879,-62.6553568468727,-2.20806917267848,0.02851712540172
"green - yellow","B","1 - 2",-276.444685926592,476.752364347558,178,-1217.25869030053,664.369318447344,-0.579849638092325,0.562749241987108
"blue - green","A - B","1 - 2",1714.84457065918,719.2219362556,178,295.5457470273,3134.14339429106,2.38430515563384,0.018162973158963
"blue - yellow","A - B","1 - 2",1190.82255498786,508.134115210981,178,188.08040321085,2193.56470676488,2.34352018362992,0.0202069274745645
"green - yellow","A - B","1 - 2",-524.022015671316,671.398920810899,178,-1848.94781459185,800.903783249216,-0.780492788160004,0.436137555353262
