"contrast","Group","day","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"blue - green","A","1",116.46440278654,154.649500990685,200,-188.48836420386,421.41716977694,0.753086185474048,0.452283675274955
"blue - yellow","A","1",-440.50032506085,202.636903647524,200,-840.07927013227,-40.9213799894297,-2.17384058447259,0.0308915383505527
"green - yellow","A","1",-556.96472784739,238.266966144673,200,-1026.80245860478,-87.1269970900012,-2.33756586932495,0.0203984115830012
"blue - green","B","1",-55.2471752384265,119.628031765211,200,-291.141239317004,180.64688884015,-0.461824661186918,0.644709001099167
"blue - yellow","B","1",-543.265422021645,170.468318378475,200,-879.411255281384,-207.119588761907,-3.18689963735949,0.00166882691659056
"green - yellow","B","1",-488.018246783219,159.103132828096,200,-801.753113575266,-174.283379991172,-3.06730758916294,0.00245891136515295
"blue - green","A","2",-289.808536364494,181.486885061746,200,-647.681839656832,68.064766927843,-1.59685663383277,0.111876465264377
"blue - yellow","A","2",-701.481323198957,162.538803794321,200,-1021.99097659495,-380.971669802964,-4.31577756710098,2.49960965840872e-05
"green - yellow","A","2",-411.672786834463,99.5002977611905,200,-607.877048240204,-215.468525428722,-4.13740256157337,5.17176289868724e-05
"blue - green","B","2",53.9583060805498,120.421085432624,200,-183.499577529939,291.416189691038,0.4480802169047,0.654580311060379
"blue - yellow","B","2",-366.419896430003,132.463061770969,200,-627.623307707162,-105.216485152844,-2.76620434052438,0.00620271549206118
"green - yellow","B","2",-420.378202510553,143.806170868816,200,-703.949047782024,-136.807357239081,-2.92322784182907,0.00386340439706086
"blue - green","A - B","1",171.711578024967,195.475546673225,200,-213.745914272739,557.169070322672,0.878429967058825,0.380764522090548
"blue - yellow","A - B","1",102.765096960796,267.083972731022,200,-423.896780260649,629.42697418224,0.384766992605316,0.700818894346202
"green - yellow","A - B","1",-68.946481064171,290.83166590829,200,-642.436344781887,504.543382653544,-0.237066623570187,0.812847753870096
"blue - green","A - B","2",-343.766842445044,217.864454660215,200,-773.372937853583,85.8392529634942,-1.57789320419978,0.1161704903598
"blue - yellow","A - B","2",-335.061426768954,210.29342981764,200,-749.738246881382,79.6153933434731,-1.5933043037032,0.112671098604663
"green - yellow","A - B","2",8.7054156760898,175.073880748986,200,-336.522108629768,353.932939981948,0.0497242400685188,0.960391762239569
"blue - green","A","1 - 2",406.272939151035,159.494347887539,200,91.766636860643,720.779241441426,2.54725602839231,0.011609290768531
"blue - yellow","A","1 - 2",260.980998138108,210.226664185271,200,-153.564167075982,675.526163352198,1.24142671981946,0.215902147297584
"green - yellow","A","1 - 2",-145.291941012927,197.504192750747,200,-534.749712849987,244.165830824134,-0.735639780550318,0.462811779970565
"blue - green","B","1 - 2",-109.205481318976,147.647135576216,200,-400.35031039208,181.939347754128,-0.739638333603865,0.460386744399807
"blue - yellow","B","1 - 2",-176.845525591642,186.32847967914,200,-544.265951026386,190.574899843101,-0.94910625523362,0.343712009969077
"green - yellow","B","1 - 2",-67.6400442726661,123.980756801825,200,-312.117230413458,176.837141868126,-0.545568893249977,0.58597026575416
"blue - green","A - B","1 - 2",515.478420470011,217.666552181641,200,86.2625682116202,944.694272728402,2.36820225847033,0.0188281352417634
"blue - yellow","A - B","1 - 2",437.82652372975,278.708033665986,200,-111.756795352639,987.409842812139,1.57091461616947,0.117783163274212
"green - yellow","A - B","1 - 2",-77.6518967402608,234.048526051317,200,-539.171301407934,383.867507927413,-0.331776909901305,0.740405135908865
