"contrast","day","SeqKind","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"A - B","1","blue",1.05773522949342,5.56533322625725,198,-9.91719916266904,12.0326696216559,0.190057843167957,0.849458512570966
"A - B","2","blue",-3.14827863840076,4.27147988420259,198,-11.5717116262745,5.27515434947297,-0.737046345470146,0.461966627616877
"A - B","1","green",-3.42698621458008,4.88175596194363,198,-13.0538942940645,6.19992186490437,-0.701998674512943,0.483504365242808
"A - B","2","green",3.06230662150483,4.36926188549537,198,-5.55395418193608,11.6785674249457,0.700875045204034,0.484203835012298
"A - B","1","yellow",-6.27597750296435,7.35709153705338,198,-20.7842906000752,8.23233559414654,-0.853051436339471,0.394661530255109
"A - B","2","yellow",1.11226786433791,4.38808153271166,198,-7.54110561234024,9.76564134101606,0.253474748827325,0.800164369443221
"A - B","1 - 2","blue",4.20601386789418,6.06299353683738,198,-7.75031535475773,16.1623430905461,0.693719008991085,0.488671479354822
"A - B","1 - 2","green",-6.48929283608491,5.04487496288133,198,-16.4378744363857,3.45928876421588,-1.28631390942911,0.199835592803248
"A - B","1 - 2","yellow",-7.38824536730226,8.50335681858837,198,-24.1570136338371,9.38052289923258,-0.868862206411418,0.385974465333868
