"contrast","Group","day","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"blue - green","A","1",162.139689714685,183.810160327698,200,-200.314871301046,524.594250730416,0.882104065551224,0.378779467372642
"blue - yellow","A","1",-427.784697612401,268.356309119186,200,-956.955490152857,101.386094928055,-1.59409219412989,0.112494466858374
"green - yellow","A","1",-589.924387327086,292.694450280187,200,-1167.08746851319,-12.7613061409824,-2.01549563636198,0.0451910783579042
"blue - green","B","1",28.7677209237841,185.318142309814,200,-336.660424067789,394.195865915358,0.155234239698401,0.876793211617341
"blue - yellow","B","1",-240.202783421504,164.542728460245,200,-564.66396829868,84.2584014556719,-1.45982010672407,0.14590847382357
"green - yellow","B","1",-268.970504345288,242.98025249063,200,-748.102346649175,210.161337958599,-1.10696446146651,0.269638907794368
"blue - green","A","2",-396.12304122462,247.117116479936,200,-883.412350006707,91.1662675574669,-1.60297694820659,0.110517844530334
"blue - yellow","A","2",-766.506388193069,217.231105557059,200,-1194.86358489685,-338.149191489285,-3.52852961010104,0.000518383939498706
"green - yellow","A","2",-370.383346968449,145.86818828986,200,-658.020276605543,-82.7464173313542,-2.53916464796592,0.0118724728126477
"blue - green","B","2",151.465817502961,178.19239765712,200,-199.911098517387,502.842733523308,0.850012792321324,0.396334376760531
"blue - yellow","B","2",-181.490900592929,125.511646397925,200,-428.986842147071,66.005040961213,-1.44600844464685,0.14974007368352
"green - yellow","B","2",-332.95671809589,212.734228194089,200,-752.446539309488,86.5331031177088,-1.56512997895249,0.119133299116683
"blue - green","A - B","1",133.371968790901,262.097884536393,200,-383.457859948848,650.201797530649,0.50886320210792,0.611409018156846
"blue - yellow","A - B","1",-187.581914190897,317.904426876578,200,-814.456453025323,439.292624643528,-0.590057571811429,0.555818117680735
"green - yellow","A - B","1",-320.953882981798,386.99134710182,200,-1084.06065891088,442.15289294728,-0.829356742432158,0.40789132589264
"blue - green","A - B","2",-547.58885872758,303.885590172904,200,-1146.81970640629,51.6419889511301,-1.80195730378665,0.0730580047404302
"blue - yellow","A - B","2",-585.01548760014,248.954658332234,200,-1075.92823822154,-94.1027369787384,-2.34988769247864,0.0197535223393095
"green - yellow","A - B","2",-37.4266288725593,263.92301501267,200,-557.855425506118,483.002167761,-0.14180888646927,0.887373708222086
"blue - green","A","1 - 2",558.262730939305,225.589770641214,200,113.423114121456,1003.10234775715,2.47468105203753,0.01416763661523
"blue - yellow","A","1 - 2",338.721690580667,292.26153268016,200,-237.587722024799,915.031103186134,1.15896774876409,0.247851228299168
"green - yellow","A","1 - 2",-219.541040358637,306.746552504077,200,-824.413408854148,385.331328136873,-0.715708256756102,0.475006259573524
"blue - green","B","1 - 2",-122.698096579176,239.233771189995,200,-594.442266554427,349.046073396074,-0.512879498445609,0.608601624358602
"blue - yellow","B","1 - 2",-58.711882828575,166.218968913488,200,-386.478439925403,269.054674268253,-0.353220112074771,0.724295448697455
"green - yellow","B","1 - 2",63.9862137506015,239.945103004393,200,-409.16062874321,537.133056244413,0.266670221435734,0.789997828743317
"blue - green","A - B","1 - 2",680.960827518481,325.384081107868,200,39.3371867512866,1322.58446828568,2.09279084950912,0.0376291304596646
"blue - yellow","A - B","1 - 2",397.433573409242,330.211219215516,200,-253.708682763382,1048.57582958187,1.20357380452859,0.23017699444771
"green - yellow","A - B","1 - 2",-283.527254109239,387.972654962454,200,-1048.56906730292,481.514559084446,-0.730791849587124,0.465761546178939
