"contrast","Group","SeqKind","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"1 - 2","A","blue",1561.77914750323,236.101450146728,200,1096.21158956441,2027.34670544206,6.61486469707259,3.32583062133268e-10
"1 - 2","B","blue",1249.73748391374,497.088052625383,200,269.531430128217,2229.94353769927,2.51411692015775,0.0127212939200739
"1 - 2","A","green",1003.51641656393,218.381811194004,200,572.890147760141,1434.14268536772,4.59523808817776,7.64560135673648e-06
"1 - 2","B","green",1372.43558049292,616.526377603215,200,156.709544726448,2588.16161625939,2.22607763487485,0.0271251201465977
"1 - 2","A","yellow",1223.05745692257,353.725683195086,200,525.547118027852,1920.56779581728,3.45764391738563,0.000665661932923142
"1 - 2","B","yellow",1308.44936674232,511.465124108321,200,299.893219992672,2317.00551349197,2.55823770784654,0.0112604433503722
"1 - 2","A - B","blue",312.04166358949,527.295545609598,200,-727.730431537058,1351.81375871604,0.591777545226072,0.554667894880639
"1 - 2","A - B","green",-368.919163928991,651.094360829912,200,-1652.80967527883,914.971347420845,-0.566613975060007,0.571611782989254
"1 - 2","A - B","yellow",-85.3919098197521,618.282952010401,200,-1304.58172802629,1133.79790838678,-0.138111376906144,0.890291347095453
